Nom gare;Code Gare;Type jour;Date de comptage;Ligne;Tranche horaire;Montants
Paris Montparnasse;87391003;JOB;2013-12-10;N;Après 20h;4509
Paris Montparnasse;87391003;JOB;2013-12-10;N;De 10h à 16h;5784
Vanves Malakoff;87391532;Dimanche;2013-12-08;N;Avant 6h;1
Vanves Malakoff;87391532;Dimanche;2013-12-08;N;De 16h à 20h;209
Vanves Malakoff;87391532;Samedi;2013-12-07;N;Après 20h;132
Clamart;87391565;Dimanche;2013-12-08;N;De 16h à 20h;651
Clamart;87391565;Samedi;2013-12-07;N;Après 20h;524
Clamart;87391565;Samedi;2013-12-07;N;Avant 6h;11
Clamart;87391565;Samedi;2013-12-07;N;De 10h à 16h;1494
Versailles Chantiers;87393009;JOB;2013-12-10;N;De 10h à 16h;2900
Versailles Chantiers;87393009;JOB;2013-12-10;N;De 6h à 10h;5112
Versailles Chantiers;87393009;Samedi;2013-12-07;N;Avant 6h;15
Versailles Chantiers;87393009;Samedi;2013-12-07;N;De 10h à 16h;3111
Meudon;87393108;Dimanche;2013-12-08;N;De 16h à 20h;300
Meudon;87393108;JOB;2013-12-10;N;De 10h à 16h;603
Meudon;87393108;JOB;2013-12-10;N;De 6h à 10h;817
Meudon;87393108;Samedi;2013-12-07;N;De 10h à 16h;742
Bellevue;87393116;JOB;2013-12-10;N;Après 20h;142
Bellevue;87393116;JOB;2013-12-10;N;De 10h à 16h;566
Sèvres Rive Gauche;87393124;Dimanche;2013-12-08;N;De 16h à 20h;272
Viroflay Rive Gauche;87393215;JOB;2013-12-10;N;Après 20h;152
Viroflay Rive Gauche;87393215;Samedi;2013-12-07;N;Après 20h;130
Saint-Cyr;87393223;JOB;2013-12-10;N;Avant 6h;43
Saint-Cyr;87393223;JOB;2013-12-10;N;De 16h à 20h;1631
La Verrière;87393256;JOB;2013-12-10;N;Avant 6h;142
La Verrière;87393256;JOB;2013-12-10;N;De 6h à 10h;3010
Coignières;87393272;Dimanche;2013-12-08;N;Après 20h;34
Coignières;87393272;Dimanche;2013-12-08;N;De 6h à 10h;49
Coignières;87393272;JOB;2013-12-10;N;Avant 6h;38
Les Essarts le Roi;87393280;Dimanche;2013-12-08;N;Après 20h;24
Les Essarts le Roi;87393280;Samedi;2013-12-07;N;De 6h à 10h;165
Le Perray;87393298;Dimanche;2013-12-08;N;De 16h à 20h;103
Le Perray;87393298;Samedi;2013-12-07;N;Après 20h;39
Le Perray;87393298;Samedi;2013-12-07;N;De 10h à 16h;264
Rambouillet;87393314;JOB;2013-12-10;N;Après 20h;99
Rambouillet;87393314;JOB;2013-12-10;N;De 16h à 20h;1239
Rambouillet;87393314;Samedi;2013-12-07;N;Après 20h;135
Rambouillet;87393314;Samedi;2013-12-07;N;Avant 6h;21
ERMONT EAUBONNE;87276055;Dimanche;2016-11-20;J;Avant 6h;21
ERMONT EAUBONNE;87276055;JOB;2016-11-22;J;De 10h à 16h;2041
ERMONT EAUBONNE;87276055;Samedi;2016-11-19;J;De 10h à 16h;2069
PONTOISE;87276139;Dimanche;2016-11-20;J;Avant 6h;10
PONTOISE;87276139;JOB;2016-11-22;J;De 10h à 16h;867
PONTOISE;87276139;Samedi;2016-11-19;J;De 10h à 16h;784
PONTOISE;87276139;Samedi;2016-11-19;J;De 6h à 10h;337
SANNOIS;87276188;JOB;2016-11-22;J;Après 20h;171
SANNOIS;87276188;JOB;2016-11-22;J;De 10h à 16h;1231
BOIS COLOMBES;87381079;Dimanche;2016-11-20;J;De 16h à 20h;1083
BOIS COLOMBES;87381079;Samedi;2016-11-19;J;Avant 6h;61
BOIS COLOMBES;87381079;Samedi;2016-11-19;J;De 16h à 20h;1959
COLOMBES;87381087;Dimanche;2016-11-20;J;Après 20h;330
COLOMBES;87381087;Dimanche;2016-11-20;J;De 6h à 10h;531
COLOMBES;87381087;JOB;2016-11-22;J;Après 20h;472
COLOMBES;87381087;Samedi;2016-11-19;J;Avant 6h;81
COLOMBES;87381087;Samedi;2016-11-19;J;De 16h à 20h;2080
LE STADE;87381095;Dimanche;2016-11-20;J;De 10h à 16h;682
LE STADE;87381095;Dimanche;2016-11-20;J;De 16h à 20h;492
LE STADE;87381095;JOB;2016-11-22;J;Après 20h;177
LE STADE;87381095;JOB;2016-11-22;J;Avant 6h;93
LE STADE;87381095;JOB;2016-11-22;J;De 16h à 20h;1410
ASNIERES SUR SEINE;87381137;JOB;2016-11-22;J;De 16h à 20h;4759
ASNIERES SUR SEINE;87381137;Samedi;2016-11-19;J;Après 20h;824
ASNIERES SUR SEINE;87381137;Samedi;2016-11-19;J;De 6h à 10h;988
OSNY;87381145;Dimanche;2016-11-20;J;De 16h à 20h;86
OSNY;87381145;JOB;2016-11-22;J;Après 20h;12
BOISSY L'AILLERIE;87381152;Dimanche;2016-11-20;J;De 10h à 16h;48
BOISSY L'AILLERIE;87381152;JOB;2016-11-22;J;De 10h à 16h;39
BOISSY L'AILLERIE;87381152;JOB;2016-11-22;J;De 6h à 10h;344
MONTGEROULT COURCELLES;87381160;Dimanche;2016-11-20;J;Après 20h;2
MONTGEROULT COURCELLES;87381160;JOB;2016-11-22;J;Après 20h;0
MONTGEROULT COURCELLES;87381160;Samedi;2016-11-19;J;De 16h à 20h;5
MONTGEROULT COURCELLES;87381160;Samedi;2016-11-19;J;De 6h à 10h;3
US;87381178;JOB;2016-11-22;J;Après 20h;0
US;87381178;JOB;2016-11-22;J;De 10h à 16h;9
US;87381178;Samedi;2016-11-19;J;De 16h à 20h;8
SANTEUIL LE PERCHAY;87381186;JOB;2016-11-22;J;De 10h à 16h;6
SANTEUIL LE PERCHAY;87381186;Samedi;2016-11-19;J;De 10h à 16h;7
SANTEUIL LE PERCHAY;87381186;Samedi;2016-11-19;J;De 6h à 10h;2
CHARS;87381194;JOB;2016-11-22;J;De 6h à 10h;238
CHARS;87381194;Samedi;2016-11-19;J;De 16h à 20h;40
LA VILLETERTRE;87381202;Dimanche;2016-11-20;J;Après 20h;0
LA VILLETERTRE;87381202;Dimanche;2016-11-20;J;De 16h à 20h;12
LA VILLETERTRE;87381202;Samedi;2016-11-19;J;De 16h à 20h;3
LA VILLETERTRE;87381202;Samedi;2016-11-19;J;De 6h à 10h;11
LIANCOURT SAINT PIERRE;87381210;Dimanche;2016-11-20;J;De 6h à 10h;0
LIANCOURT SAINT PIERRE;87381210;JOB;2016-11-22;J;Après 20h;0
LIANCOURT SAINT PIERRE;87381210;JOB;2016-11-22;J;De 6h à 10h;27
CHAUMONT EN VEXIN;87381228;Dimanche;2016-11-20;J;De 6h à 10h;2
CHAUMONT EN VEXIN;87381228;JOB;2016-11-22;J;De 6h à 10h;301
TRIE CHATEAU;87381236;Dimanche;2016-11-20;J;Après 20h;0
TRIE CHATEAU;87381236;JOB;2016-11-22;J;Avant 6h;7
TRIE CHATEAU;87381236;JOB;2016-11-22;J;De 6h à 10h;49
TRIE CHATEAU;87381236;Samedi;2016-11-19;J;De 10h à 16h;5
GISORS;87381244;JOB;2016-11-22;J;Après 20h;0
GISORS;87381244;JOB;2016-11-22;J;De 10h à 16h;42
GISORS;87381244;JOB;2016-11-22;J;De 6h à 10h;667
GISORS;87381244;Samedi;2016-11-19;J;Après 20h;0
ERAGNY NEUVILLE;87381418;Dimanche;2016-11-20;J;De 16h à 20h;170
ERAGNY NEUVILLE;87381418;JOB;2016-11-22;J;De 6h à 10h;766
ERAGNY NEUVILLE;87381418;Samedi;2016-11-19;J;De 10h à 16h;294
ERAGNY NEUVILLE;87381418;Samedi;2016-11-19;J;De 16h à 20h;161
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Dimanche;2016-11-20;J;Après 20h;23
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Dimanche;2016-11-20;J;Avant 6h;3
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;JOB;2016-11-22;J;Après 20h;28
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;JOB;2016-11-22;J;De 6h à 10h;420
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016-11-19;J;Après 20h;58
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016-11-19;J;De 16h à 20h;127
CONFLANS FIN D'OISE;87381459;JOB;2016-11-22;J;Après 20h;120
CONFLANS FIN D'OISE;87381459;Samedi;2016-11-19;J;Avant 6h;4
CHANTELOUP LES VIGNES;87381475;Dimanche;2016-11-20;J;De 10h à 16h;311
CHANTELOUP LES VIGNES;87381475;JOB;2016-11-22;J;De 10h à 16h;323
MAURECOURT;87381483;Dimanche;2016-11-20;J;Après 20h;15
MAURECOURT;87381483;Dimanche;2016-11-20;J;Avant 6h;5
MAURECOURT;87381483;JOB;2016-11-22;J;De 6h à 10h;569
MAURECOURT;87381483;Samedi;2016-11-19;J;Après 20h;19
MAURECOURT;87381483;Samedi;2016-11-19;J;De 10h à 16h;209
MAURECOURT;87381483;Samedi;2016-11-19;J;De 16h à 20h;109
ANDRESY;87381491;Dimanche;2016-11-20;J;Après 20h;2
ANDRESY;87381491;JOB;2016-11-22;J;De 6h à 10h;750
ANDRESY;87381491;Samedi;2016-11-19;J;Avant 6h;7
MANTES LA JOLIE;87381509;Dimanche;2016-11-20;J;De 10h à 16h;1185
MANTES LA JOLIE;87381509;Dimanche;2016-11-20;J;De 16h à 20h;1545
MANTES LA JOLIE;87381509;JOB;2016-11-22;J;Avant 6h;389
MANTES LA JOLIE;87381509;JOB;2016-11-24;J;De 6h à 10h;14
MANTES LA JOLIE;87381509;Samedi;2016-11-19;J;De 16h à 20h;1077
JUZIERS;87381558;Dimanche;2016-11-20;J;Après 20h;5
GARGENVILLE;87381566;Dimanche;2016-11-20;J;Avant 6h;4
GARGENVILLE;87381566;JOB;2016-11-24;J;De 6h à 10h;24
GARGENVILLE;87381566;Samedi;2016-11-19;J;Avant 6h;10
GARGENVILLE;87381566;Samedi;2016-11-19;J;De 6h à 10h;55
ISSOU PORCHEVILLE;87381574;Dimanche;2016-11-20;J;Avant 6h;1
ISSOU PORCHEVILLE;87381574;Dimanche;2016-11-20;J;De 10h à 16h;53
LIMAY;87381582;Dimanche;2016-11-20;J;Après 20h;11
LIMAY;87381582;Dimanche;2016-11-20;J;Avant 6h;4
LIMAY;87381582;Dimanche;2016-11-20;J;De 16h à 20h;100
LIMAY;87381582;JOB;2016-11-22;J;Après 20h;15
LIMAY;87381582;Samedi;2016-11-19;J;De 16h à 20h;91
MANTES STATION;87381590;Dimanche;2016-11-20;J;Avant 6h;7
TRIEL SUR SEINE;87381806;Samedi;2016-11-19;J;De 10h à 16h;229
TRIEL SUR SEINE;87381806;Samedi;2016-11-19;J;De 16h à 20h;124
VAUX SUR SEINE;87381814;Dimanche;2016-11-20;J;Après 20h;5
VAUX SUR SEINE;87381814;Dimanche;2016-11-20;J;De 16h à 20h;78
VAUX SUR SEINE;87381814;JOB;2016-11-22;J;Après 20h;7
VAUX SUR SEINE;87381814;JOB;2016-11-22;J;De 10h à 16h;104
THUN LE PARADIS;87381822;Dimanche;2016-11-20;J;De 16h à 20h;42
THUN LE PARADIS;87381822;JOB;2016-11-22;J;De 6h à 10h;342
THUN LE PARADIS;87381822;Samedi;2016-11-19;J;Après 20h;14
MEULAN HARDRICOURT;87381830;JOB;2016-11-22;J;Après 20h;18
MEULAN HARDRICOURT;87381830;JOB;2016-11-24;J;Avant 6h;31
ARGENTEUIL;87381848;JOB;2016-11-22;J;Avant 6h;565
CORMEILLES EN PARISIS;87381863;Dimanche;2016-11-20;J;De 16h à 20h;485
CORMEILLES EN PARISIS;87381863;JOB;2016-11-22;J;De 16h à 20h;1326
CORMEILLES EN PARISIS;87381863;JOB;2016-11-22;J;De 6h à 10h;3933
CORMEILLES EN PARISIS;87381863;Samedi;2016-11-19;J;De 6h à 10h;765
LA FRETTE MONTIGNY;87381871;Dimanche;2016-11-20;J;De 6h à 10h;58
LA FRETTE MONTIGNY;87381871;JOB;2016-11-22;J;De 16h à 20h;153
LA FRETTE MONTIGNY;87381871;Samedi;2016-11-19;J;Avant 6h;2
LA FRETTE MONTIGNY;87381871;Samedi;2016-11-19;J;De 16h à 20h;183
HERBLAY;87381889;Dimanche;2016-11-20;J;De 10h à 16h;773
HERBLAY;87381889;Dimanche;2016-11-20;J;De 16h à 20h;434
HERBLAY;87381889;Dimanche;2016-11-20;J;De 6h à 10h;281
HERBLAY;87381889;Samedi;2016-11-19;J;Avant 6h;15
CONFLANS SAINTE-HONORINE;87381897;Dimanche;2016-11-20;J;De 10h à 16h;979
CONFLANS SAINTE-HONORINE;87381897;Samedi;2016-11-19;J;De 6h à 10h;781
PARIS SAINT-LAZARE;87384008;Samedi;2016-11-19;J;De 10h à 16h;15843
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2016-11-19;J;De 16h à 20h;678
POISSY;87386573;Dimanche;2016-11-20;J;Après 20h;257
POISSY;87386573;Dimanche;2016-11-20;J;De 10h à 16h;949
POISSY;87386573;Dimanche;2016-11-20;J;De 6h à 10h;243
POISSY;87386573;Samedi;2016-11-19;J;De 10h à 16h;1412
POISSY;87386573;Samedi;2016-11-19;J;De 16h à 20h;1155
VILLENNES SUR SEINE;87386649;Dimanche;2016-11-20;J;Après 20h;25
VILLENNES SUR SEINE;87386649;JOB;2016-11-22;J;De 10h à 16h;158
VILLENNES SUR SEINE;87386649;JOB;2016-11-22;J;De 16h à 20h;204
VERNOUILLET VERNEUIL;87386656;Dimanche;2016-11-20;J;Avant 6h;14
VERNOUILLET VERNEUIL;87386656;JOB;2016-11-22;J;De 10h à 16h;756
VERNOUILLET VERNEUIL;87386656;JOB;2016-11-22;J;De 16h à 20h;773
VERNOUILLET VERNEUIL;87386656;JOB;2016-11-22;J;De 6h à 10h;2957
VERNOUILLET VERNEUIL;87386656;Samedi;2016-11-19;J;Avant 6h;26
LES CLAIRIERES DE VERNEUIL;87386664;Dimanche;2016-11-20;J;De 10h à 16h;78
LES CLAIRIERES DE VERNEUIL;87386664;JOB;2016-11-22;J;Après 20h;3
LES MUREAUX;87386680;Dimanche;2016-11-20;J;Avant 6h;54
LES MUREAUX;87386680;JOB;2016-11-22;J;De 6h à 10h;3563
LES MUREAUX;87386680;Samedi;2016-11-19;J;Avant 6h;142
AUBERGENVILLE ELISABETHVILLE;87386730;Samedi;2016-11-19;J;De 10h à 16h;454
AUBERGENVILLE ELISABETHVILLE;87386730;Samedi;2016-11-19;J;De 16h à 20h;279
EPONE MEZIERES;87386763;JOB;2016-11-22;J;De 16h à 20h;230
EPONE MEZIERES;87386763;Samedi;2016-11-19;J;De 10h à 16h;326
ROSNY SUR SEINE;87415885;JOB;2016-11-22;J;Avant 6h;60
BONNIERES;87415893;JOB;2016-11-22;J;Après 20h;0
BONNIERES;87415893;JOB;2016-11-22;J;Avant 6h;79
Paris Nord;87271007;JOB;2014-03-27;K;De 10h à 16h;54
Paris Nord;87271007;Samedi;2014-03-29;K;De 10h à 16h;175
Aulnay sous Bois;87271411;JOB;2014-03-27;K;De 16h à 20h;316
Aulnay sous Bois;87271411;JOB;2014-03-27;K;De 6h à 10h;1532
Aulnay sous Bois;87271411;Samedi;2014-03-29;K;De 6h à 10h;141
Mitry Claye;87271528;JOB;2014-03-27;K;Après 20h;12
Mitry Claye;87271528;JOB;2014-03-27;K;De 6h à 10h;758
Mitry Claye;87271528;Samedi;2014-03-29;K;De 16h à 20h;58
Mitry Claye;87271528;Samedi;2014-03-29;K;De 6h à 10h;61
Dammartin Juilly Saint-Mard;87271536;JOB;2014-03-27;K;Après 20h;5
Le Plessis-Belleville;87271551;Samedi;2014-03-29;K;Avant 6h;2
Le Plessis-Belleville;87271551;Samedi;2014-03-29;K;De 16h à 20h;9
Nanteuil-le-Haudouin;87271577;Samedi;2014-03-29;K;Après 20h;8
Nanteuil-le-Haudouin;87271577;Samedi;2014-03-29;K;Avant 6h;5
Ormoy-Villers;87271585;Dimanche;2014-03-30;K;Après 20h;0
Ormoy-Villers;87271585;JOB;2014-03-27;K;De 16h à 20h;2
Ormoy-Villers;87271585;Samedi;2014-03-29;K;De 16h à 20h;0
Ormoy-Villers;87271585;Samedi;2014-03-29;K;De 6h à 10h;1
Crépy-en-Valois;87271593;JOB;2014-03-27;K;De 10h à 16h;86
Crépy-en-Valois;87271593;Samedi;2014-03-29;K;De 6h à 10h;102
Compans;87272047;Dimanche;2014-03-30;K;De 16h à 20h;3
Compans;87272047;JOB;2014-03-27;K;Avant 6h;2
Compans;87272047;JOB;2014-03-27;K;De 10h à 16h;6
Compans;87272047;Samedi;2014-03-29;K;De 6h à 10h;9
Thieux Nantouillet;87272054;Dimanche;2014-03-30;K;Après 20h;0
Thieux Nantouillet;87272054;JOB;2014-03-27;K;Après 20h;1
Thieux Nantouillet;87272054;Samedi;2014-03-29;K;Après 20h;4
Thieux Nantouillet;87272054;Samedi;2014-03-29;K;De 10h à 16h;5
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;Dimanche;2016-03-13;L;De 6h à 10h;26
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;JOB;2016-03-15;L;Après 20h;13
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;JOB;2016-03-15;L;De 10h à 16h;90
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;Samedi;2016-03-12;L;Après 20h;6
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;Samedi;2016-03-12;L;Avant 6h;1
Pont Cardinet;87381111;Dimanche;2016-03-13;L;Avant 6h;1
Pont Cardinet;87381111;JOB;2016-03-15;L;Après 20h;246
Pont Cardinet;87381111;JOB;2016-03-15;L;De 16h à 20h;986
Pont Cardinet;87381111;Samedi;2016-03-12;L;Après 20h;188
Clichy - Levallois;87381129;Dimanche;2016-03-13;L;De 6h à 10h;186
Clichy - Levallois;87381129;JOB;2016-03-15;L;De 6h à 10h;1774
Clichy - Levallois;87381129;Samedi;2016-03-12;L;De 10h à 16h;807
Clichy Levallois;87381129;Dimanche;2014-05-18;L;Après 20h;433
Clichy Levallois;87381129;JOB;2014-05-20;L;Avant 6h;87
Clichy Levallois;87381129;Samedi;2014-05-17;L;Avant 6h;55
Clichy Levallois;87381129;Samedi;2014-05-17;L;De 10h à 16h;2015
Asnières sur Seine;87381137;JOB;2014-05-20;L;De 16h à 20h;2150
Asnières sur Seine;87381137;Samedi;2014-05-17;L;Avant 6h;38
Asnières-sur-Seine;87381137;Dimanche;2016-03-13;L;De 10h à 16h;1059
MANTES STATION;87381590;Dimanche;2016-11-20;J;De 10h à 16h;258
MANTES STATION;87381590;JOB;2016-11-22;J;Avant 6h;69
MANTES STATION;87381590;JOB;2016-11-24;J;De 6h à 10h;1
Les Vallées;87386300;Samedi;2014-05-17;L;De 16h à 20h;1183
Nanterre Université;87386318;Dimanche;2014-05-18;L;De 16h à 20h;520
Nanterre Université;87386318;JOB;2014-05-20;L;De 10h à 16h;1256
Nanterre Université;87386318;Samedi;2014-05-17;L;De 16h à 20h;837
Houilles Carrières sur Seine;87386409;JOB;2014-05-20;L;De 16h à 20h;1051
Houilles Carrières sur Seine;87386409;Samedi;2014-05-17;L;Après 20h;151
Sartrouville;87386417;Dimanche;2014-05-18;L;Avant 6h;7
Sartrouville;87386417;JOB;2014-05-20;L;Après 20h;99
Maisons Laffitte;87386425;Dimanche;2014-05-18;L;Avant 6h;15
Maisons Laffitte;87386425;Dimanche;2014-05-18;L;De 6h à 10h;61
Maisons Laffitte;87386425;JOB;2014-05-20;L;Avant 6h;35
Maisons Laffitte;87386425;Samedi;2014-05-17;L;Avant 6h;37
Noisy le Roi;87393876;JOB;2012-11-22;L;De 16h à 20h;91
Noisy le Roi;87393876;JOB;2012-11-22;L;De 6h à 10h;312
Noisy le Roi;87393876;Samedi;2012-11-24;L;De 10h à 16h;117
Noisy-le-Roi;87393876;Dimanche;2016-03-13;L;Après 20h;10
Noisy-le-Roi;87393876;Dimanche;2016-03-13;L;Avant 6h;0
Noisy-le-Roi;87393876;Dimanche;2016-03-13;L;De 16h à 20h;82
Noisy-le-Roi;87393876;Dimanche;2016-03-13;L;De 6h à 10h;31
Noisy-le-Roi;87393876;JOB;2016-03-15;L;Après 20h;9
Noisy-le-Roi;87393876;JOB;2016-03-15;L;Avant 6h;0
Noisy-le-Roi;87393876;Samedi;2016-03-12;L;Avant 6h;0
La Défense Grande Arche;87758011;Dimanche;2016-03-13;L;Avant 6h;16
La Défense Grande Arche;87758011;JOB;2016-03-22;L;Après 20h;1455
La Défense Grande Arche;87758011;JOB;2016-03-22;L;De 16h à 20h;18547
La Défense Grande Arche;87758011;Samedi;2016-03-12;L;Après 20h;3049
La Défense Grande Arche;87758011;Samedi;2016-03-12;L;Avant 6h;17
Mantes la Jolie;87381509;Dimanche;2013-12-08;N;De 16h à 20h;131
Mantes la Jolie;87381509;Dimanche;2013-12-08;N;De 6h à 10h;33
Mantes la Jolie;87381509;Samedi;2013-12-07;N;De 10h à 16h;184
Mareil sur Mauldre;87381715;Dimanche;2013-12-08;N;De 6h à 10h;2
Maule;87381723;Dimanche;2013-12-08;N;De 10h à 16h;45
Maule;87381723;JOB;2013-12-10;N;De 10h à 16h;83
Maule;87381723;JOB;2013-12-10;N;De 6h à 10h;218
Maule;87381723;Samedi;2013-12-07;N;De 16h à 20h;48
Nézel Aulnay;87381731;Dimanche;2013-12-08;N;De 16h à 20h;15
Nézel Aulnay;87381731;Dimanche;2013-12-08;N;De 6h à 10h;10
Nézel Aulnay;87381731;JOB;2013-12-10;N;De 16h à 20h;7
Nézel Aulnay;87381731;Samedi;2013-12-07;N;De 6h à 10h;14
Epône Mézières;87386763;Samedi;2013-12-07;N;Après 20h;14
Epône Mézières;87386763;Samedi;2013-12-07;N;De 16h à 20h;18
Paris Montparnasse;87391003;Dimanche;2013-12-08;N;Avant 6h;101
Paris Montparnasse;87391003;Dimanche;2013-12-08;N;De 10h à 16h;4625
Paris Montparnasse;87391003;Samedi;2013-12-07;N;Après 20h;5538
Paris Montparnasse;87391003;Samedi;2013-12-07;N;Avant 6h;99
Vanves Malakoff;87391532;Dimanche;2013-12-08;N;De 10h à 16h;346
Vanves Malakoff;87391532;JOB;2013-12-10;N;Après 20h;162
Vanves Malakoff;87391532;Samedi;2013-12-07;N;De 16h à 20h;314
Clamart;87391565;Samedi;2013-12-07;N;De 6h à 10h;649
Versailles Chantiers;87393009;JOB;2013-12-10;N;Avant 6h;72
Versailles Chantiers;87393009;Samedi;2013-12-07;N;Après 20h;1182
Bellevue;87393116;JOB;2013-12-10;N;De 16h à 20h;865
Sèvres Rive Gauche;87393124;JOB;2013-12-10;N;Après 20h;133
Sèvres Rive Gauche;87393124;JOB;2013-12-10;N;Avant 6h;10
Sèvres Rive Gauche;87393124;JOB;2013-12-10;N;De 10h à 16h;590
Sèvres Rive Gauche;87393124;Samedi;2013-12-07;N;De 10h à 16h;577
Chaville Rive Gauche;87393207;JOB;2013-12-10;N;Après 20h;78
Chaville Rive Gauche;87393207;JOB;2013-12-10;N;De 10h à 16h;436
Chaville Rive Gauche;87393207;JOB;2013-12-10;N;De 16h à 20h;500
Viroflay Rive Gauche;87393215;JOB;2013-12-10;N;De 10h à 16h;485
Viroflay Rive Gauche;87393215;JOB;2013-12-10;N;De 6h à 10h;1031
Viroflay Rive Gauche;87393215;Samedi;2013-12-07;N;De 16h à 20h;274
Saint-Cyr;87393223;Dimanche;2013-12-08;N;De 6h à 10h;218
La Verrière;87393256;JOB;2013-12-10;N;De 10h à 16h;688
La Verrière;87393256;Samedi;2013-12-07;N;De 6h à 10h;550
Coignières;87393272;Dimanche;2013-12-08;N;Avant 6h;9
Coignières;87393272;Dimanche;2013-12-08;N;De 10h à 16h;198
Coignières;87393272;JOB;2013-12-10;N;Après 20h;56
Coignières;87393272;JOB;2013-12-10;N;De 16h à 20h;312
Coignières;87393272;Samedi;2013-12-07;N;Après 20h;78
Le Perray;87393298;Dimanche;2013-12-08;N;Après 20h;13
Le Perray;87393298;Dimanche;2013-12-08;N;De 6h à 10h;34
Le Perray;87393298;Samedi;2013-12-07;N;De 6h à 10h;118
Rambouillet;87393314;Dimanche;2013-12-08;N;De 6h à 10h;74
Beynes;87393363;Dimanche;2013-12-08;N;De 6h à 10h;16
Beynes;87393363;Samedi;2013-12-07;N;Après 20h;19
Fontenay le Fleury;87393405;JOB;2013-12-10;N;Avant 6h;35
Fontenay le Fleury;87393405;JOB;2013-12-10;N;De 10h à 16h;487
Fontenay le Fleury;87393405;JOB;2013-12-10;N;De 16h à 20h;420
Villepreux les Clayes;87393413;Samedi;2013-12-07;N;Après 20h;129
Plaisir Grignon;87393421;JOB;2013-12-10;N;De 16h à 20h;1035
Plaisir Grignon;87393421;JOB;2013-12-10;N;De 6h à 10h;3233
Plaisir Grignon;87393421;Samedi;2013-12-07;N;Avant 6h;86
Garancières La Queue;87393439;Dimanche;2013-12-08;N;De 6h à 10h;8
Garancières La Queue;87393439;JOB;2013-12-10;N;De 16h à 20h;71
Garancières La Queue;87393439;Samedi;2013-12-07;N;De 10h à 16h;122
Orgerus Béhoust;87393447;Dimanche;2013-12-08;N;De 10h à 16h;57
Orgerus Béhoust;87393447;JOB;2013-12-10;N;De 6h à 10h;303
Houdan;87393462;Dimanche;2013-12-08;N;De 16h à 20h;304
Houdan;87393462;Samedi;2013-12-07;N;Après 20h;16
Marchezais-Broué;87393470;Dimanche;2013-12-08;N;De 6h à 10h;4
Marchezais-Broué;87393470;JOB;2013-12-10;N;De 16h à 20h;13
Marchezais-Broué;87393470;JOB;2013-12-10;N;De 6h à 10h;278
Marchezais-Broué;87393470;Samedi;2013-12-07;N;De 10h à 16h;35
Dreux;87393488;Dimanche;2013-12-08;N;Après 20h;53
Dreux;87393488;JOB;2013-12-10;N;Avant 6h;244
Dreux;87393488;JOB;2013-12-10;N;De 10h à 16h;360
Orangis Bois de l'Epine;87681346;Samedi;2015-11-07;D;Avant 6h;37
Orangis Bois de l'Epine;87681346;JOB;2015-11-03;D;Avant 6h;59
Evry Val de Seine;87681361;Dimanche;2015-11-08;D;Après 20h;71
Evry Val de Seine;87681361;JOB;2015-11-03;D;De 6h à 10h;839
Grigny Centre;87681379;Dimanche;2015-11-08;D;De 6h à 10h;1104
Grigny Centre;87681379;Samedi;2015-11-07;D;De 16h à 20h;1999
Grigny Centre;87681379;Samedi;2015-11-07;D;De 6h à 10h;2042
Grigny Centre;87681379;Dimanche;2015-11-08;D;Après 20h;511
Evry Centre;87681387;JOB;2015-11-03;D;De 10h à 16h;4756
La Ferté Alais;87681452;Dimanche;2015-11-08;D;De 10h à 16h;122
La Ferté Alais;87681452;Samedi;2015-11-07;D;De 16h à 20h;68
Ballancourt;87681437;Samedi;2015-11-07;D;De 16h à 20h;75
Ballancourt;87681437;Samedi;2015-11-07;D;De 6h à 10h;105
Ballancourt;87681437;JOB;2015-11-03;D;De 6h à 10h;594
Boutigny;87681478;Dimanche;2015-11-08;D;Après 20h;1
Ballancourt;87681437;JOB;2015-11-03;D;Avant 6h;20
Boutigny;87681478;JOB;2015-11-03;D;Après 20h;7
Paris Gare de Lyon;87686006;JOB;2015-11-03;D;De 6h à 10h;17158
Paris Gare de Lyon;87686006;JOB;2015-11-03;D;Après 20h;11257
NOISY LE SEC;87113217;Samedi;2016-10-01;E;De 10h à 16h;7514
Malesherbes;87684415;Dimanche;2015-11-08;D;De 10h à 16h;141
NOISY LE SEC;87113217;JOB;2016-10-04;E;De 10h à 16h;7059
NOISY LE SEC;87113217;JOB;2016-10-04;E;De 16h à 20h;6854
Malesherbes;87684415;Dimanche;2015-11-08;D;Après 20h;18
Malesherbes;87684415;JOB;2015-11-03;D;De 16h à 20h;61
